# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Referral,2024041421,34,38,26,42.42105263,0.764705882,4.868421053,0.684210526,185
Referral,2024041918,34,40,26,85.425,0.764705882,6.825,0.65,273
Referral,2024042600,34,43,23,110.5348837,0.676470588,4.953488372,0.534883721,213
Referral,2024042900,34,41,21,118.0731707,0.617647059,4.829268293,0.512195122,198
Direct,2024041201,33,45,19,15.15555556,0.575757576,3.866666667,0.422222222,174
Direct,2024041314,33,48,17,31.20833333,0.515151515,3.291666667,0.354166667,158
Direct,2024041407,33,39,20,26.87179487,0.606060606,3.948717949,0.512820513,154
Direct,2024041803,33,40,17,10.675,0.515151515,3.075,0.425,123
Direct,2024042714,33,42,25,94.45238095,0.757575758,4.928571429,0.595238095,207
Direct,2024050108,33,38,18,29.07894737,0.545454545,3.605263158,0.473684211,137
Direct,2024050109,33,43,23,43.95348837,0.696969697,4.23255814,0.534883721,182
Direct,2024050302,33,42,18,15.95238095,0.545454545,3.595238095,0.428571429,151
Organic Search,2024040623,33,38,22,60.07894737,0.666666667,4.736842105,0.578947368,180
Organic Search,2024041701,33,48,24,14.04166667,0.727272727,3.083333333,0.5,148
Organic Search,2024041709,33,39,24,34.15384615,0.727272727,3.538461538,0.615384615,138
Organic Search,2024050109,33,40,24,28.975,0.727272727,4.25,0.6,170
Organic Search,2024050209,33,44,27,85.27272727,0.818181818,3.659090909,0.613636364,161
Organic Search,2024050309,33,37,16,35.56756757,0.484848485,3.72972973,0.432432432,138
Organic Social,2024040802,33,42,25,36.57142857,0.757575758,4.69047619,0.595238095,197
Organic Social,2024041003,33,52,20,32.05769231,0.606060606,3.346153846,0.384615385,174
Organic Social,2024041806,33,47,19,27.4893617,0.575757576,3.489361702,0.404255319,164
Organic Social,2024042004,33,44,18,36.59090909,0.545454545,5.25,0.409090909,231
Organic Social,2024042101,33,44,21,47.27272727,0.636363636,4.272727273,0.477272727,188
Organic Social,2024042406,33,37,25,44.7027027,0.757575758,5.351351351,0.675675676,198
Organic Social,2024042607,33,42,28,29.88095238,0.848484848,4.452380952,0.666666667,187
Referral,2024040610,33,39,24,27.38461538,0.727272727,4.41025641,0.615384615,172
Referral,2024040618,33,36,24,72.08333333,0.727272727,6.083333333,0.666666667,219
Referral,2024040619,33,36,24,69.75,0.727272727,5.111111111,0.666666667,184
Referral,2024040907,33,34,25,106.3529412,0.757575758,7.382352941,0.735294118,251
Referral,2024041416,33,38,28,103.5789474,0.848484848,6.657894737,0.736842105,253
Referral,2024041523,33,38,28,157.3421053,0.848484848,7.631578947,0.736842105,290
Referral,2024041709,33,40,26,60.65,0.787878788,4.975,0.65,199
Referral,2024042009,33,38,28,107.8684211,0.848484848,5.894736842,0.736842105,224
Referral,2024042300,33,48,25,140.125,0.757575758,4.458333333,0.520833333,214
Referral,2024042818,33,37,24,56.48648649,0.727272727,5.351351351,0.648648649,198
Referral,2024050100,33,42,25,110.9761905,0.757575758,4.928571429,0.595238095,207
Direct,2024040809,32,41,17,69.87804878,0.53125,5.048780488,0.414634146,207
Direct,2024041007,32,43,20,31.44186047,0.625,3.790697674,0.465116279,163
Direct,2024041907,32,39,18,16.30769231,0.5625,3.58974359,0.461538462,140
Direct,2024042113,32,44,18,33.06818182,0.5625,3.613636364,0.409090909,159
Direct,2024042201,32,39,18,86.87179487,0.5625,5.051282051,0.461538462,197
Direct,2024042508,32,38,22,47.31578947,0.6875,3.947368421,0.578947368,150
Direct,2024042601,32,45,22,96.42222222,0.6875,5.044444444,0.488888889,227
Direct,2024042703,32,37,12,20.43243243,0.375,3.351351351,0.324324324,124
Organic Search,2024041903,32,37,23,31.83783784,0.71875,3.27027027,0.621621622,121
Organic Search,2024041904,32,39,17,23.56410256,0.53125,3.461538462,0.435897436,135
Organic Search,2024042300,32,42,22,15.54761905,0.6875,3.642857143,0.523809524,153
Organic Search,2024042308,32,40,24,40.225,0.75,4.175,0.6,167
Organic Social,2024040604,32,45,17,30.31111111,0.53125,4.622222222,0.377777778,208
Organic Social,2024040608,32,40,18,51.325,0.5625,5.375,0.45,215
Organic Social,2024041302,32,41,24,40.90243902,0.75,5,0.585365854,205
Organic Social,2024042104,32,37,24,75.21621622,0.75,6.324324324,0.648648649,234
Organic Social,2024042107,32,39,26,87.07692308,0.8125,6.102564103,0.666666667,238
Organic Social,2024042109,32,36,24,90.02777778,0.75,5.222222222,0.666666667,188
Organic Social,2024042206,32,38,16,21,0.5,4.447368421,0.421052632,169
Organic Social,2024042602,32,39,18,58.23076923,0.5625,4.974358974,0.461538462,194
Organic Social,2024042703,32,42,15,18.54761905,0.46875,4.904761905,0.357142857,206
Organic Social,2024042907,32,52,22,40.23076923,0.6875,3.884615385,0.423076923,202
Organic Social,2024043003,32,42,25,59.23809524,0.78125,4.285714286,0.595238095,180
Organic Social,2024050205,32,43,24,73.46511628,0.75,5.581395349,0.558139535,240
Referral,2024040608,32,35,26,44.02857143,0.8125,5.314285714,0.742857143,186
Referral,2024041309,32,37,25,88.7027027,0.78125,7,0.675675676,259
Referral,2024041316,32,40,24,78.5,0.75,5.15,0.6,206
Referral,2024041323,32,38,20,75.23684211,0.625,4.421052632,0.526315789,168
Referral,2024042113,32,41,26,90.2195122,0.8125,5.317073171,0.634146341,218
Referral,2024042323,32,32,25,125.25,0.78125,6.4375,0.78125,206
Referral,2024042809,32,35,24,108.5142857,0.75,6.114285714,0.685714286,214
Referral,2024050202,32,34,24,72.11764706,0.75,6.470588235,0.705882353,220
Referral,2024050302,32,35,23,61.71428571,0.71875,4.885714286,0.657142857,171
Direct,2024040908,31,41,13,27.65853659,0.419354839,3.658536585,0.317073171,150
Direct,2024041001,31,42,11,22.54761905,0.35483871,3.738095238,0.261904762,157
Direct,2024041101,31,42,12,47.71428571,0.387096774,3.30952381,0.285714286,139
Direct,2024041401,31,37,17,17.91891892,0.548387097,3.783783784,0.459459459,140
Direct,2024041508,31,40,16,37.8,0.516129032,4.25,0.4,170
Direct,2024041608,31,42,15,34.57142857,0.483870968,3.80952381,0.357142857,160
Direct,2024041701,31,51,17,52.88235294,0.548387097,4.235294118,0.333333333,216
Direct,2024042100,31,48,15,9.75,0.483870968,3.458333333,0.3125,166
Direct,2024042101,31,41,16,21.95121951,0.516129032,3.731707317,0.390243902,153
Direct,2024042300,31,44,25,73.25,0.806451613,5.159090909,0.568181818,227
Direct,2024042306,31,36,15,18.47222222,0.483870968,3.638888889,0.416666667,131
Direct,2024042405,31,39,8,22.94871795,0.258064516,4.153846154,0.205128205,162
Direct,2024042501,31,38,18,72.23684211,0.580645161,4.368421053,0.473684211,166
Direct,2024042808,31,41,14,9.268292683,0.451612903,3.512195122,0.341463415,144
Direct,2024042908,31,39,25,29.41025641,0.806451613,4.256410256,0.641025641,166
Organic Search,2024040719,31,38,18,49.39473684,0.580645161,3.710526316,0.473684211,141
Organic Search,2024041003,31,38,23,38.39473684,0.741935484,3.736842105,0.605263158,142
Organic Search,2024041201,31,37,23,49.62162162,0.741935484,3.243243243,0.621621622,120
Organic Search,2024041207,31,37,21,19.02702703,0.677419355,3.783783784,0.567567568,140
Organic Search,2024042009,31,33,21,21.03030303,0.677419355,3.909090909,0.636363636,129
Organic Search,2024042608,31,38,22,37.36842105,0.709677419,4.236842105,0.578947368,161
Organic Search,2024043008,31,35,22,29.57142857,0.709677419,3.971428571,0.628571429,139
Organic Social,2024041104,31,41,16,15.46341463,0.516129032,3.341463415,0.390243902,137
Organic Social,2024041503,31,37,22,69.86486486,0.709677419,5.135135135,0.594594595,190
Organic Social,2024041906,31,44,18,22.18181818,0.580645161,3.159090909,0.409090909,139
Organic Social,2024042003,31,40,19,35.375,0.612903226,4.25,0.475,170
Organic Social,2024042008,31,44,20,93.29545455,0.64516129,5.022727273,0.454545455,221
Organic Social,2024042903,31,42,22,88.04761905,0.709677419,5.071428571,0.523809524,213
Referral,2024040609,31,35,26,41.42857143,0.838709677,5.457142857,0.742857143,191
Referral,2024041802,31,34,23,197.1176471,0.741935484,5.470588235,0.676470588,186
Referral,2024042000,31,42,21,71.42857143,0.677419355,5.666666667,0.5,238
Referral,2024042709,31,36,20,32.58333333,0.64516129,4.722222222,0.555555556,170
Referral,2024042812,31,38,22,75.44736842,0.709677419,4.605263158,0.578947368,175
Referral,2024042923,31,34,25,88.79411765,0.806451613,5.911764706,0.735294118,201
Referral,2024050101,31,35,23,85.17142857,0.741935484,5.342857143,0.657142857,187
Referral,2024050107,31,35,24,46,0.774193548,5.4,0.685714286,189
Direct,2024040601,30,40,18,36.7,0.6,3.7,0.45,148
Direct,2024040800,30,38,23,56.5,0.766666667,4.473684211,0.605263158,170
Direct,2024040808,30,40,18,23.8,0.6,3.825,0.45,153
Direct,2024041301,30,39,20,58.1025641,0.666666667,4.692307692,0.512820513,183
Direct,2024041306,30,36,14,11.80555556,0.466666667,4.111111111,0.388888889,148
Direct,2024041806,30,36,17,35.77777778,0.566666667,4.472222222,0.472222222,161
Direct,2024042023,30,45,18,23.93333333,0.6,3.177777778,0.4,143
Direct,2024042401,30,43,17,41.41860465,0.566666667,3.441860465,0.395348837,148
Direct,2024042802,30,39,10,17.41025641,0.333333333,3.051282051,0.256410256,119
Direct,2024043001,30,44,18,55.77272727,0.6,4.659090909,0.409090909,205
Direct,2024050201,30,44,14,26.25,0.466666667,3.386363636,0.318181818,149
Organic Search,2024040808,30,36,23,36.36111111,0.766666667,3.305555556,0.638888889,119
Organic Search,2024041308,30,35,19,48.8,0.633333333,3.4,0.542857143,119
Organic Search,2024041605,30,31,19,24.12903226,0.633333333,3.548387097,0.612903226,110
Organic Search,2024042001,30,37,21,46.64864865,0.7,3.972972973,0.567567568,147
Organic Search,2024042401,30,38,22,24.07894737,0.733333333,3.684210526,0.578947368,140
Organic Search,2024042501,30,39,21,39.30769231,0.7,3.948717949,0.538461538,154
Organic Search,2024042923,30,40,21,47.1,0.7,4.95,0.525,198
Organic Search,2024043000,30,38,21,52.15789474,0.7,3.526315789,0.552631579,134
Organic Search,2024050207,30,34,17,38.17647059,0.566666667,3.588235294,0.5,122
Organic Search,2024050208,30,34,22,39.35294118,0.733333333,4.235294118,0.647058824,144
Organic Search,2024050300,30,35,18,55.82857143,0.6,4.028571429,0.514285714,141
Organic Social,2024040607,30,40,16,33.15,0.533333333,4.125,0.4,165
Organic Social,2024041307,30,43,20,37.11627907,0.666666667,4.651162791,0.465116279,200
Organic Social,2024041505,30,36,20,63.44444444,0.666666667,6.166666667,0.555555556,222
Organic Social,2024041605,30,35,20,100.6285714,0.666666667,5.885714286,0.571428571,206
Organic Social,2024041803,30,41,19,50.07317073,0.633333333,4.390243902,0.463414634,180
Organic Social,2024042106,30,33,20,74.87878788,0.666666667,6.121212121,0.606060606,202
Organic Social,2024042203,30,39,22,68.1025641,0.733333333,4.41025641,0.564102564,172
Organic Social,2024042303,30,36,21,221.9722222,0.7,6.055555556,0.583333333,218
Organic Social,2024042403,30,41,18,116.2439024,0.6,4.170731707,0.43902439,171
Organic Social,2024042603,30,33,17,124.6363636,0.566666667,4.060606061,0.515151515,134
Organic Social,2024042902,30,38,22,29.55263158,0.733333333,5.315789474,0.578947368,202
Organic Social,2024043005,30,39,22,56.48717949,0.733333333,4.615384615,0.564102564,180
Organic Social,2024043006,30,41,22,49.2195122,0.733333333,5.365853659,0.536585366,220
Organic Social,2024050104,30,40,22,80.45,0.733333333,5.025,0.55,201
Referral,2024041208,30,34,25,103.4117647,0.833333333,5.676470588,0.735294118,193
Referral,2024041409,30,36,26,45.83333333,0.866666667,5.416666667,0.722222222,195
Referral,2024041622,30,34,21,193.6470588,0.7,5.588235294,0.617647059,190
Referral,2024042100,30,39,26,84.58974359,0.866666667,7.461538462,0.666666667,291
Referral,2024042408,30,36,25,72.08333333,0.833333333,6.055555556,0.694444444,218
Referral,2024042501,30,36,22,81.69444444,0.733333333,5.5,0.611111111,198
Referral,2024042901,30,33,21,91.09090909,0.7,6.939393939,0.636363636,229
Direct,2024040700,29,43,20,36.25581395,0.689655172,3.906976744,0.465116279,168
Direct,2024041002,29,34,15,45.58823529,0.517241379,3.823529412,0.441176471,130
Direct,2024041106,29,33,7,17.90909091,0.24137931,3.272727273,0.212121212,108
Direct,2024041308,29,35,15,47.31428571,0.517241379,3.6,0.428571429,126
Direct,2024041403,29,35,17,17.65714286,0.586206897,3.457142857,0.485714286,121
Direct,2024041802,29,36,11,21.05555556,0.379310345,3.527777778,0.305555556,127
Direct,2024042001,29,37,24,46.59459459,0.827586207,5.216216216,0.648648649,193
Direct,2024043007,29,38,14,33.81578947,0.482758621,4.026315789,0.368421053,153
Organic Search,2024040717,29,34,19,38.17647059,0.655172414,3.352941176,0.558823529,114
Organic Search,2024042112,29,40,21,63.9,0.724137931,5.55,0.525,222
Organic Search,2024042723,29,37,17,41.16216216,0.586206897,3.540540541,0.459459459,131
Organic Social,2024040601,29,42,19,54.61904762,0.655172414,5.095238095,0.452380952,214
Organic Social,2024040906,29,36,25,107.9166667,0.862068966,5.166666667,0.694444444,186
Organic Social,2024041804,29,39,15,60.15384615,0.517241379,3.641025641,0.384615385,142
Organic Social,2024042405,29,35,23,95.54285714,0.793103448,5.114285714,0.657142857,179
Organic Social,2024042504,29,36,21,64.80555556,0.724137931,4.861111111,0.583333333,175
Organic Social,2024042506,29,38,23,35.97368421,0.793103448,5.815789474,0.605263158,221
Organic Social,2024043004,29,40,18,42.55,0.620689655,4.775,0.45,191
Organic Social,2024050204,29,36,23,46.61111111,0.793103448,4.722222222,0.638888889,170
Referral,2024040715,29,32,24,74.71875,0.827586207,4.71875,0.75,151
Referral,2024041008,29,33,23,124.2424242,0.793103448,4.636363636,0.696969697,153
Referral,2024041109,29,32,21,153.9375,0.724137931,5.90625,0.65625,189
Referral,2024041223,29,37,27,64.40540541,0.931034483,5.135135135,0.72972973,190
Referral,2024041317,29,34,21,74.55882353,0.724137931,5.529411765,0.617647059,188
Referral,2024041508,29,35,24,78.45714286,0.827586207,5.485714286,0.685714286,192
Referral,2024041608,29,35,23,99.68571429,0.793103448,4.314285714,0.657142857,151
Referral,2024041808,29,32,23,117.6875,0.793103448,4.09375,0.71875,131
Referral,2024042609,29,33,20,59.3030303,0.689655172,5.303030303,0.606060606,175
Referral,2024050308,29,34,22,78.61764706,0.75862069,5.323529412,0.647058824,181
Direct,2024040801,28,36,14,93.08333333,0.5,4,0.388888889,144
Direct,2024041503,28,35,16,22.6,0.571428571,3.714285714,0.457142857,130
Direct,2024041507,28,34,17,13.35294118,0.607142857,3.588235294,0.5,122
Direct,2024042108,28,35,15,23,0.535714286,4.057142857,0.428571429,142
Direct,2024042602,28,32,19,26.1875,0.678571429,4.84375,0.59375,155
Direct,2024042801,28,40,16,56.425,0.571428571,4.375,0.4,175
Direct,2024042809,28,39,14,27.35897436,0.5,4.205128205,0.358974359,164
Direct,2024043008,28,36,17,18.91666667,0.607142857,3.444444444,0.472222222,124
Organic Search,2024040710,28,33,22,59.96969697,0.785714286,4.363636364,0.666666667,144
Organic Search,2024040900,28,39,20,92.46153846,0.714285714,4.051282051,0.512820513,158
Organic Search,2024041502,28,35,22,38.11428571,0.785714286,3.742857143,0.628571429,131
Organic Search,2024041601,28,37,21,46.83783784,0.75,4.135135135,0.567567568,153
Organic Search,2024041807,28,34,15,17.82352941,0.535714286,3.264705882,0.441176471,111
Organic Search,2024042200,28,37,21,38.81081081,0.75,4.027027027,0.567567568,149
Organic Search,2024042508,28,36,21,50.83333333,0.75,4.666666667,0.583333333,168
Organic Search,2024042601,28,34,21,86.73529412,0.75,4.852941176,0.617647059,165
Organic Search,2024042700,28,38,18,32.86842105,0.642857143,3.894736842,0.473684211,148
Organic Search,2024042901,28,34,21,25.32352941,0.75,3.235294118,0.617647059,110
Organic Search,2024042906,28,33,19,32.90909091,0.678571429,3.848484848,0.575757576,127
Organic Social,2024040706,28,37,17,71.32432432,0.607142857,6.675675676,0.459459459,247
Organic Social,2024041705,28,34,19,55.61764706,0.678571429,4.647058824,0.558823529,158
Organic Social,2024041805,28,31,19,14.51612903,0.678571429,4.290322581,0.612903226,133
Organic Social,2024042707,28,37,19,22.48648649,0.678571429,3.486486486,0.513513514,129
Organic Social,2024042804,28,37,17,42.2972973,0.607142857,4.081081081,0.459459459,151
Organic Social,2024050203,28,36,16,37.19444444,0.571428571,4.388888889,0.444444444,158
Referral,2024040709,28,33,25,58.96969697,0.892857143,5.363636364,0.757575758,177
Referral,2024041202,28,33,20,48.51515152,0.714285714,4.909090909,0.606060606,162
Referral,2024041500,28,32,18,56.96875,0.642857143,5.09375,0.5625,163
Referral,2024041708,28,29,25,104.9655172,0.892857143,7.172413793,0.862068966,208
Referral,2024041801,28,31,22,50.74193548,0.785714286,4.677419355,0.709677419,145
Referral,2024041901,28,37,21,65.45945946,0.75,6.027027027,0.567567568,223
Referral,2024041908,28,33,27,102.0606061,0.964285714,6.515151515,0.818181818,215
Referral,2024042117,28,31,25,110.0645161,0.892857143,6.322580645,0.806451613,196
Referral,2024042601,28,32,22,86.21875,0.785714286,6.96875,0.6875,223
Referral,2024042800,28,36,21,49.41666667,0.75,4.638888889,0.583333333,167
Referral,2024042801,28,38,21,78,0.75,5.394736842,0.552631579,205
Referral,2024042810,28,37,20,49.43243243,0.714285714,4.648648649,0.540540541,172
Referral,2024043001,28,36,24,107.6944444,0.857142857,5.555555556,0.666666667,200
Direct,2024041003,27,32,21,117.4375,0.777777778,5.75,0.65625,184
Direct,2024041204,27,33,14,25.06060606,0.518518519,5.151515152,0.424242424,170
Direct,2024041505,27,32,12,21.28125,0.444444444,3.40625,0.375,109
Direct,2024041703,27,35,18,26.17142857,0.666666667,4.571428571,0.514285714,160
Direct,2024042109,27,35,17,41.25714286,0.62962963,3.885714286,0.485714286,136
Direct,2024042307,27,33,18,62.48484848,0.666666667,4.636363636,0.545454545,153
Direct,2024042308,27,38,16,84,0.592592593,5.342105263,0.421052632,203
Direct,2024042710,27,38,23,55.13157895,0.851851852,3.368421053,0.605263158,128
Direct,2024042810,27,35,16,14.54285714,0.592592593,3.685714286,0.457142857,129
Direct,2024050202,27,36,16,27.69444444,0.592592593,4.888888889,0.444444444,176
Organic Search,2024040700,27,32,16,46.3125,0.592592593,4.28125,0.5,137
Organic Search,2024041107,27,30,17,37.13333333,0.62962963,3.366666667,0.566666667,101
